"id","name","price","description","color","size","stock","promo","fidelityPoint","createAt","updateAt","id_category","id_user"
"1705","Grouper - Fresh","21.92","Sed sagittis. Nam congue, risus semper porta volut","Indigo","S","76","8788957500","49","2021-05-31 00:00:00","2020-08-30 00:00:00","26","89"
"1706","Pie Box - Cello Window 2.5","14.85","Duis consequat dui nec nisi volutpat eleifend. Don","Teal","M","90","5456187000","30","2021-10-23 00:00:00","2021-01-23 00:00:00","58","94"
"1707","Crab - Blue, Frozen","74.96","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Orange","3XL","44","8565442063","22","2020-07-27 00:00:00","2020-06-14 00:00:00","130","19"
"1708","Olives - Green, Pitted","70.67","Cras non velit nec nisi vulputate nonummy. Maecena","Goldenrod","L","83","7695087998","19","2020-12-25 00:00:00","2021-12-08 00:00:00","156","3"
"1709","Wine - Montecillo Rioja Crianza","6.51","Nullam porttitor lacus at turpis. Donec posuere me","Pink","S","53","9423436269","37","2021-10-31 00:00:00","2021-04-12 00:00:00","115","49"
"1710","Cheese - Valancey","80.37","Etiam vel augue. Vestibulum rutrum rutrum neque. A","Pink","2XL","76","2729612416","7","2020-12-05 00:00:00","2020-06-22 00:00:00","137","2"
"1711","Red Currant Jelly","101.81","Quisque porta volutpat erat. Quisque erat eros, vi","Pink","3XL","30","2763025404","23","2020-11-23 00:00:00","2021-06-24 00:00:00","44","47"
"1712","Parsley - Dried","49.37","Curabitur in libero ut massa volutpat convallis. M","Teal","M","69","2737605458","6","2021-04-20 00:00:00","2021-06-20 00:00:00","155","86"
"1713","Wine - Cava Aria Estate Brut","45.74","Duis aliquam convallis nunc. Proin at turpis a ped","Yellow","XL","9","2532374993","41","2021-04-15 00:00:00","2021-01-16 00:00:00","147","66"
"1714","Pate - Cognac","36.42","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Red","2XL","54","8193165403","25","2020-05-24 00:00:00","2021-04-20 00:00:00","142","54"
"1715","Glucose","11.84","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Indigo","M","10","7768773993","7","2021-12-04 00:00:00","2022-01-01 00:00:00","140","17"
"1716","Lamb - Whole, Frozen","56.70","Aenean fermentum. Donec ut mauris eget massa tempo","Purple","M","47","0316291234","28","2021-11-23 00:00:00","2020-11-16 00:00:00","156","90"
"1717","Versatainer Nc - 9388","38.70","Nullam sit amet turpis elementum ligula vehicula c","Khaki","XS","15","0435820192","19","2022-01-01 00:00:00","2020-07-15 00:00:00","150","19"
"1718","Ice Cream Bar - Hageen Daz To","27.95","Praesent blandit. Nam nulla. Integer pede justo, l","Puce","2XL","74","1287473210","36","2020-03-07 00:00:00","2021-01-02 00:00:00","24","98"
"1719","Onions - Red Pearl","42.16","Suspendisse potenti. In eleifend quam a odio. In h","Teal","S","46","7166416750","27","2021-01-03 00:00:00","2020-08-23 00:00:00","13","86"
"1720","Snapple - Mango Maddness","87.55","Fusce posuere felis sed lacus. Morbi sem mauris, l","Aquamarine","2XL","90","2097233422","12","2021-12-13 00:00:00","2020-11-04 00:00:00","153","69"
"1721","French Pastry - Mini Chocolate","30.97","Maecenas ut massa quis augue luctus tincidunt. Nul","Maroon","3XL","82","3519992396","34","2021-03-09 00:00:00","2020-11-16 00:00:00","154","83"
"1722","Chicken - Whole Roasting","99.76","Donec diam neque, vestibulum eget, vulputate ut, u","Teal","XL","8","0188255214","39","2021-01-28 00:00:00","2021-08-24 00:00:00","50","88"
"1723","Island Oasis - Pina Colada","74.93","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Puce","L","103","3911055285","41","2021-01-31 00:00:00","2021-12-13 00:00:00","12","49"
"1724","Knife Plastic - White","5.67","Integer tincidunt ante vel ipsum. Praesent blandit","Aquamarine","2XL","67","1786625881","26","2020-03-18 00:00:00","2021-08-26 00:00:00","42","10"
"1725","Soup - Campbells Bean Medley","32.73","Curabitur gravida nisi at nibh. In hac habitasse p","Goldenrod","2XL","83","4705118103","8","2021-05-13 00:00:00","2020-04-11 00:00:00","148","52"
"1726","Mushroom - Chanterelle Frozen","68.55","Praesent id massa id nisl venenatis lacinia. Aenea","Fuscia","L","70","6653364445","24","2021-02-07 00:00:00","2021-06-17 00:00:00","8","94"
"1727","Table Cloth 54x54 White","89.35","Curabitur in libero ut massa volutpat convallis. M","Turquoise","XL","81","9527947049","39","2021-07-13 00:00:00","2020-09-17 00:00:00","139","26"
"1728","Alize Sunset","57.36","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Maroon","S","14","4252253519","44","2021-03-16 00:00:00","2021-04-13 00:00:00","20","41"
"1729","Ice Cream Bar - Oreo Cone","60.57","Cras mi pede, malesuada in, imperdiet et, commodo ","Turquoise","S","84","1903428513","44","2020-09-24 00:00:00","2020-06-19 00:00:00","132","38"
"1730","Slt - Individual Portions","90.86","Nullam porttitor lacus at turpis. Donec posuere me","Teal","L","92","3641894190","35","2021-09-23 00:00:00","2020-04-21 00:00:00","8","14"
"1731","Tray - 16in Rnd Blk","23.99","Donec diam neque, vestibulum eget, vulputate ut, u","Maroon","XL","93","8433618385","33","2020-06-08 00:00:00","2020-07-19 00:00:00","32","49"
"1732","Veal - Sweetbread","84.89","Cum sociis natoque penatibus et magnis dis parturi","Mauv","3XL","103","9411681603","32","2021-03-05 00:00:00","2020-12-07 00:00:00","56","71"
"1733","Milkettes - 2%","85.59","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Mauv","L","47","9050513395","13","2021-06-28 00:00:00","2020-07-19 00:00:00","134","46"
"1734","Muffin Mix - Chocolate Chip","62.52","Vestibulum ac est lacinia nisi venenatis tristique","Purple","XS","62","6094303180","31","2022-01-11 00:00:00","2020-12-29 00:00:00","28","90"
"1735","Garlic - Elephant","46.23","Aenean fermentum. Donec ut mauris eget massa tempo","Mauv","L","30","5255441139","11","2021-03-03 00:00:00","2021-06-22 00:00:00","29","65"
"1736","Puree - Mango","13.26","Maecenas ut massa quis augue luctus tincidunt. Nul","Yellow","3XL","28","4792729378","6","2020-02-09 00:00:00","2021-11-07 00:00:00","151","30"
"1737","Soup - Campbells, Spinach Crm","70.13","Cras non velit nec nisi vulputate nonummy. Maecena","Teal","S","85","4604021449","42","2020-05-25 00:00:00","2021-07-26 00:00:00","153","2"
"1738","Rabbit - Saddles","13.86","Duis aliquam convallis nunc. Proin at turpis a ped","Pink","XL","96","2289173878","33","2021-08-21 00:00:00","2020-11-13 00:00:00","140","2"
"1739","Chinese Foods - Pepper Beef","26.17","Integer tincidunt ante vel ipsum. Praesent blandit","Yellow","XS","68","4437013123","32","2020-05-06 00:00:00","2021-07-20 00:00:00","127","63"
"1740","Pears - Anjou","11.38","Proin interdum mauris non ligula pellentesque ultr","Red","XS","53","3137865433","11","2021-12-11 00:00:00","2021-02-04 00:00:00","151","47"
"1741","Beer - Corona","65.81","Maecenas tristique, est et tempus semper, est quam","Green","2XL","16","7438641155","24","2022-01-06 00:00:00","2021-03-04 00:00:00","2","30"
"1742","Spinach - Baby","26.62","Phasellus sit amet erat. Nulla tempus. Vivamus in ","Mauv","XL","46","0094994714","45","2021-10-19 00:00:00","2021-10-18 00:00:00","131","69"
"1743","Lettuce - Curly Endive","35.91","Cum sociis natoque penatibus et magnis dis parturi","Red","3XL","27","9823587744","40","2021-02-04 00:00:00","2021-02-18 00:00:00","2","44"
"1744","Jack Daniels","34.88","Sed ante. Vivamus tortor. Duis mattis egestas metu","Violet","3XL","64","7326606552","10","2020-10-01 00:00:00","2020-06-14 00:00:00","19","81"
"1745","Creme De Menth - White","56.81","Proin leo odio, porttitor id, consequat in, conseq","Green","M","88","3896606794","39","2021-04-06 00:00:00","2020-08-06 00:00:00","13","79"
"1746","Chinese Foods - Plain Fried Rice","70.50","Vestibulum ac est lacinia nisi venenatis tristique","Fuscia","L","36","1776627113","18","2021-03-22 00:00:00","2021-12-24 00:00:00","12","54"
"1747","Island Oasis - Sweet And Sour Mix","8.32","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Crimson","XS","39","1362816582","11","2021-09-22 00:00:00","2021-02-14 00:00:00","132","59"
"1748","Veal - Osso Bucco","92.52","Proin eu mi. Nulla ac enim. In tempor, turpis nec ","Red","XL","21","2833264879","5","2020-02-03 00:00:00","2021-12-23 00:00:00","61","20"
"1749","Pasta - Bauletti, Chicken White","59.21","Duis bibendum. Morbi non quam nec dui luctus rutru","Purple","3XL","12","2308957433","40","2020-02-25 00:00:00","2020-04-10 00:00:00","42","6"
"1750","Vodka - Moskovskaya","89.31","Duis consequat dui nec nisi volutpat eleifend. Don","Indigo","S","59","1267740159","32","2021-12-04 00:00:00","2020-05-16 00:00:00","156","39"
"1751","Sauce - Black Current, Dry Mix","22.01","Sed sagittis. Nam congue, risus semper porta volut","Puce","M","84","6735163826","48","2021-06-07 00:00:00","2021-12-17 00:00:00","154","27"
"1752","Pate Pans Yellow","51.10","Vestibulum quam sapien, varius ut, blandit non, in","Red","L","51","8552036703","45","2021-05-21 00:00:00","2020-06-22 00:00:00","146","2"
"1753","Wine - Muscadet Sur Lie","93.28","Proin interdum mauris non ligula pellentesque ultr","Blue","XS","12","0079427510","34","2021-06-05 00:00:00","2021-08-27 00:00:00","120","42"
"1754","Potatoes - Mini White 3 Oz","28.51","In hac habitasse platea dictumst. Morbi vestibulum","Indigo","XS","11","8790365879","25","2020-03-18 00:00:00","2020-08-12 00:00:00","46","28"
"1755","Potatoes - Instant, Mashed","52.78","Duis bibendum, felis sed interdum venenatis, turpi","Mauv","M","51","8758392726","36","2021-12-01 00:00:00","2021-08-18 00:00:00","145","53"
"1756","Pork - Backfat","18.70","Cras mi pede, malesuada in, imperdiet et, commodo ","Purple","S","70","2129491332","26","2020-11-19 00:00:00","2021-01-11 00:00:00","2","5"
"1757","Beer - Blue","43.31","Integer ac leo. Pellentesque ultrices mattis odio.","Khaki","3XL","15","3421011753","36","2021-11-28 00:00:00","2021-04-27 00:00:00","147","59"
"1758","Waffle Stix","101.44","Maecenas tristique, est et tempus semper, est quam","Indigo","XS","50","5220074962","6","2020-07-25 00:00:00","2021-01-18 00:00:00","142","53"
"1759","Soup Campbells - Italian Wedding","65.60","Vestibulum ac est lacinia nisi venenatis tristique","Goldenrod","M","18","8074632652","30","2021-02-05 00:00:00","2020-09-10 00:00:00","147","39"
"1760","Pickles - Gherkins","59.41","Maecenas leo odio, condimentum id, luctus nec, mol","Khaki","XS","59","2202089756","25","2021-02-12 00:00:00","2021-05-14 00:00:00","41","30"
"1761","Chilli Paste, Sambal Oelek","27.51","In congue. Etiam justo. Etiam pretium iaculis just","Pink","3XL","47","2396355694","41","2020-02-24 00:00:00","2021-01-27 00:00:00","26","12"
"1762","Chocolate Eclairs","15.22","Vestibulum ac est lacinia nisi venenatis tristique","Khaki","3XL","45","4202069404","43","2020-10-30 00:00:00","2020-10-20 00:00:00","8","74"
"1763","Napkin - Cocktail,beige 2 - Ply","46.17","Cras non velit nec nisi vulputate nonummy. Maecena","Pink","XL","65","1897428162","10","2021-02-26 00:00:00","2020-09-03 00:00:00","27","36"
"1764","Ecolab - Hobart Washarm End Cap","61.86","Pellentesque at nulla. Suspendisse potenti. Cras i","Purple","XS","102","7037649694","19","2020-11-06 00:00:00","2021-05-27 00:00:00","133","68"
"1765","French Pastry - Mini Chocolate","68.75","Phasellus in felis. Donec semper sapien a libero. ","Violet","XL","40","7319741598","8","2020-05-04 00:00:00","2021-01-19 00:00:00","122","29"
"1766","Sauce - Cranberry","83.30","Maecenas tristique, est et tempus semper, est quam","Crimson","L","34","5151190571","44","2020-02-11 00:00:00","2020-08-31 00:00:00","8","91"
"1767","Coffee Decaf Colombian","62.84","Fusce posuere felis sed lacus. Morbi sem mauris, l","Red","S","33","4955105335","13","2021-06-05 00:00:00","2020-07-26 00:00:00","128","42"
"1768","Stainless Steel Cleaner Vision","49.42","Nulla ut erat id mauris vulputate elementum. Nulla","Green","3XL","53","2461416192","15","2021-05-29 00:00:00","2021-04-25 00:00:00","5","6"
"1769","Chocolate - Dark Callets","92.93","Nulla ut erat id mauris vulputate elementum. Nulla","Teal","XL","84","0015139514","48","2021-10-09 00:00:00","2020-03-24 00:00:00","33","50"
"1770","Tea - Mint","22.93","Maecenas tristique, est et tempus semper, est quam","Red","M","61","3023141894","33","2020-08-04 00:00:00","2020-04-12 00:00:00","59","85"
"1771","Chick Peas - Dried","102.73","Lorem ipsum dolor sit amet, consectetuer adipiscin","Violet","L","11","9081097288","11","2020-01-22 00:00:00","2022-01-13 00:00:00","36","90"
"1772","Mace","89.64","Duis consequat dui nec nisi volutpat eleifend. Don","Indigo","2XL","97","6400065849","7","2020-08-30 00:00:00","2021-06-20 00:00:00","3","43"
"1773","Wine - Tio Pepe Sherry Fino","67.74","Proin leo odio, porttitor id, consequat in, conseq","Aquamarine","2XL","43","1954048904","38","2021-05-20 00:00:00","2021-07-29 00:00:00","143","34"
"1774","Ostrich - Fan Fillet","98.78","In congue. Etiam justo. Etiam pretium iaculis just","Teal","S","67","6372437449","5","2020-12-30 00:00:00","2021-08-02 00:00:00","51","49"
"1775","Melon - Watermelon, Seedless","97.97","Suspendisse potenti. In eleifend quam a odio. In h","Mauv","2XL","26","6007408892","25","2020-12-17 00:00:00","2021-08-21 00:00:00","158","62"
"1776","Wine - Alsace Gewurztraminer","82.90","Cum sociis natoque penatibus et magnis dis parturi","Mauv","3XL","84","6786446868","5","2021-05-09 00:00:00","2020-10-20 00:00:00","48","87"
"1777","Kirsch - Schloss","33.93","Duis consequat dui nec nisi volutpat eleifend. Don","Fuscia","S","69","2082747522","50","2020-09-08 00:00:00","2021-10-09 00:00:00","12","55"
"1778","Container - Clear 16 Oz","62.32","Duis aliquam convallis nunc. Proin at turpis a ped","Fuscia","XL","49","4596732833","47","2021-11-25 00:00:00","2021-11-24 00:00:00","20","62"
"1779","Mix - Cocktail Strawberry Daiquiri","85.26","Fusce posuere felis sed lacus. Morbi sem mauris, l","Orange","3XL","102","3778447017","42","2020-01-30 00:00:00","2021-01-10 00:00:00","120","85"
"1780","Southern Comfort","81.92","Nulla ut erat id mauris vulputate elementum. Nulla","Maroon","3XL","63","9805317889","30","2021-11-24 00:00:00","2021-08-05 00:00:00","39","27"
"1781","Soup - French Can Pea","18.66","Nullam porttitor lacus at turpis. Donec posuere me","Red","L","40","5292090239","30","2021-06-29 00:00:00","2020-09-13 00:00:00","45","39"
"1782","Halibut - Steaks","10.73","Morbi non lectus. Aliquam sit amet diam in magna b","Crimson","2XL","48","7666778600","7","2020-06-24 00:00:00","2020-09-12 00:00:00","29","91"
"1783","Chicken - Leg / Back Attach","6.77","Maecenas leo odio, condimentum id, luctus nec, mol","Fuscia","3XL","30","6465943158","39","2021-08-29 00:00:00","2021-02-26 00:00:00","44","88"
"1784","Shrimp - 16/20, Peeled Deviened","15.15","Vestibulum ac est lacinia nisi venenatis tristique","Purple","S","47","6850454897","38","2021-05-20 00:00:00","2021-02-01 00:00:00","52","85"
"1785","Muffin - Bran Ind Wrpd","76.86","Duis bibendum. Morbi non quam nec dui luctus rutru","Indigo","3XL","61","7871528920","10","2020-10-12 00:00:00","2020-03-21 00:00:00","132","17"
"1786","Napkin Colour","92.89","Proin interdum mauris non ligula pellentesque ultr","Violet","XL","88","2811504710","48","2021-06-23 00:00:00","2021-11-10 00:00:00","130","27"
"1787","Mahi Mahi","93.76","Maecenas ut massa quis augue luctus tincidunt. Nul","Aquamarine","L","67","9244102595","15","2020-07-01 00:00:00","2020-06-11 00:00:00","25","93"
"1788","Cornish Hen","66.17","In sagittis dui vel nisl. Duis ac nibh. Fusce lacu","Khaki","XS","25","6828691962","21","2021-10-26 00:00:00","2021-08-16 00:00:00","140","4"
"1789","Wine - Balbach Riverside","3.64","Praesent blandit. Nam nulla. Integer pede justo, l","Goldenrod","XS","93","4081059667","31","2020-08-27 00:00:00","2021-07-27 00:00:00","8","19"
"1790","Oregano - Fresh","45.93","Nulla ut erat id mauris vulputate elementum. Nulla","Violet","3XL","45","9291190470","46","2020-10-19 00:00:00","2020-11-23 00:00:00","24","42"
"1791","Snapple Lemon Tea","77.62","In quis justo. Maecenas rhoncus aliquam lacus. Mor","Aquamarine","XL","39","2996221583","22","2021-04-11 00:00:00","2021-12-17 00:00:00","46","76"
"1792","Scallops - U - 10","13.64","Duis bibendum. Morbi non quam nec dui luctus rutru","Maroon","3XL","22","5711342509","24","2020-06-27 00:00:00","2021-07-03 00:00:00","124","84"
"1793","Plate Foam Laminated 9in Blk","49.50","Fusce consequat. Nulla nisl. Nunc nisl.

Duis bi","Khaki","L","39","6541841616","5","2021-09-23 00:00:00","2021-07-29 00:00:00","130","42"
"1794","Beans - Navy, Dry","74.83","Phasellus in felis. Donec semper sapien a libero. ","Red","L","39","6665550664","10","2021-02-13 00:00:00","2020-10-15 00:00:00","117","45"
"1795","Veal - Brisket, Provimi,bnls","37.60","Aenean fermentum. Donec ut mauris eget massa tempo","Purple","M","73","2354234848","37","2021-01-13 00:00:00","2020-11-07 00:00:00","150","30"
"1796","Basil - Fresh","41.95","Morbi non lectus. Aliquam sit amet diam in magna b","Puce","XS","49","4868520075","28","2021-04-26 00:00:00","2021-07-09 00:00:00","147","6"
"1797","Olives - Black, Pitted","84.49","Vestibulum ac est lacinia nisi venenatis tristique","Teal","L","68","0323504515","28","2021-11-09 00:00:00","2022-01-14 00:00:00","142","70"
"1798","Banana - Green","7.52","In hac habitasse platea dictumst. Morbi vestibulum","Fuscia","S","68","7725551395","16","2020-08-12 00:00:00","2021-11-05 00:00:00","58","22"
"1799","Persimmons","49.81","Proin interdum mauris non ligula pellentesque ultr","Teal","S","83","7905112667","12","2021-05-09 00:00:00","2021-12-01 00:00:00","153","72"
"1800","Pastry - Banana Muffin - Mini","60.16","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Violet","XL","64","3096523053","39","2021-11-24 00:00:00","2021-07-05 00:00:00","11","69"
"1801","Bread - Dark Rye, Loaf","77.89","Vestibulum quam sapien, varius ut, blandit non, in","Fuscia","S","27","9642347237","42","2020-08-02 00:00:00","2022-01-12 00:00:00","2","31"
"1802","Beans - Black Bean, Canned","52.42","Mauris enim leo, rhoncus sed, vestibulum sit amet,","Crimson","XL","16","0341507857","44","2021-01-02 00:00:00","2020-03-24 00:00:00","139","31"
"1803","Chocolate - Sugar Free Semi Choc","25.39","Curabitur gravida nisi at nibh. In hac habitasse p","Indigo","2XL","93","1313287660","45","2020-07-09 00:00:00","2021-08-11 00:00:00","152","12"
